clip,reference,kanji,kana,hybrid
BASIC5000_0474,shinnokoofukuwahotondonanimonozomanaikotoniaru,shinnokoofukuwahotondonanmonozomanaikotoniaru,shinnokoofukuhahotondonanimonozomanaikotoniaru,shinnokoofukuwahotondonanmonozomanaikotoniaru
BASIC5000_0475,ottokaramokureguremoyoroshikutonokotodesu,ottokaramokureguremoyoroshikutonokotodesu,ottokaramokureguremoyoroshikutonokotodesu,ottokaramokureguremoyoroshikutonokotodesu
BASIC5000_0476,senmutorishimariyakunigoshuuninsarerutonokotoomedetoogozaimasu,senmutorishimariyakunigoshuuninsarerutonokotoomedetoogozaimasu,nigosarerutonokotoomedetoogozaimasu,senmutorishimariyakunigoshuuninsarerutonokotoomedetoogozaimasu
BASIC5000_0477,koogyookutoshoogyookugaittaitonattasoogootekinakaihatsukuomezashiteorimasu,koogyookutoshoogyookugaittaitonattasoogootekinakaihatsukuomezashiteorimasu,togatonattanaoshiteorimasu,koogyookutoshoogyookugaittaitonattasoogootekinakaihatsukuomezashiteorimasu
BASIC5000_0478,gachantoyuuotodewatashitachiwabikkurishita,gachantoiuotodewatakushitachiwabikkurishita,gachantoiudetachihabikkurishita,gachantoiuotodewatakushitachiwabikkurishita
BASIC5000_0479,apaatonoshiharaiwamaemottesuruhitsuyoowanai,apaatonoshiharaiwamaemottesuruhitsuyoowanai,apaatonoshiharaihamaimottesuruhitsuyoohanai,apaatonoshiharaiwamaemottesuruhitsuyoowanai
BASIC5000_0480,ichinansattemataichinanmatamatanandaigashachookaratoppudaundeoritekitayo,ichinansattemataichinanmatamatanandaigashachookaratoppudaundeoritekitayo,ttematamatamatagakaratoppudaunderitekitayo,ichinansattemataichinanmatamatanandaigashachookaratoppudaundeoritekitayo
BASIC5000_0481,ahirutachiwaikenoachikochiooyoideeta,ahirutachiwaikenoachikochiooyoideeta,ahirutachihaikenoachikochiooyoideeta,ahirutachiwaikenoachikochiooyoideeta
BASIC5000_0482,afurikanooenikurushimukodomotachinokotooomootomunegaitamu,afurikanooenikurushimukodomotachinokotooomootomunegaitamu,afurikanonishimudomotachinokotooutogamu,afurikanooenikurushimukodomotachinokotooomootomunegaitamu
BASIC5000_0483,aburahamurinkaannochichinoshokugyoowadaikudatta,aburahamurinkaannochichinoshokugyoowadaikudatta,aburahamurinkaannonohadatta,aburahamurinkaannochichinoshokugyoowadaikudatta
BASIC5000_0484,aporojuuichigoogagetsumenchakurikuniseekooshitatoyuunyuusugahaitta,aporogoogagetsumenchakurikuniseekooshitatoiunyuusugahaitta,aporoganishitatoiunyuusugatta,aporogoogagetsumenchakurikuniseekooshitatoiunyuusugahaitta
BASIC5000_0485,nazarekarananikayoimonogaderudaroo,nazarekaranankayoimonogaderudaroo,nazarekarananikayoimonogaderudaroo,nazarekaranankayoimonogaderudaroo
BASIC5000_0486,amazongawawaenentokitaburajiruonagareteeru,amazonkawawaeeentokitaburajiruonagareteeru,amazonhatoburajiruoreteeru,amazonkawawaeeentokitaburajiruonagareteeru
BASIC5000_0487,adamuwaiwanoborioshiteerutokinirakkashiteashioorimashita,adamuwaiwanoborioshiteerutokinirakkashiteashioorimashita,adamuhaiwanoborioshiteerutokinirakkashiteashioorimashita,adamuwaiwanoborioshiteerutokinirakkashiteashioorimashita
BASIC5000_0488,asshusanwatsuitabakoosuwazuniirarenaimitaidesune,asshusanwatsuitabakoosuwazuniirarenaimitaidesune,asshusanhatsuitabakoowazuniirarenaimitaidesune,asshusanwatsuitabakoosuwazuniirarenaimitaidesune
BASIC5000_0489,yasashikukakareteerunodesonohonwashoshinshamukida,yasashikukakareteerunodesonohonwashoshinshamukida,yasashikukakareteerunodesonohonhashoshinshamukida,yasashikukakareteerunodesonohonwashoshinshamukida
BASIC5000_0490,ateneemukauissoonokamotsusenganannokonsekimonokosazunichichuukaidechinbotsushita,ateneemukauissoonokamotsusenganannokonsekimonokosazunichichuukaidechinbotsushita,atenehekaunoganomosazunideshita,ateneemukauissoonokamotsusenganannokonsekimonokosazunichichuukaidechinbotsushita
BASIC5000_0491,adorufowaatarashiigakkoogakiniitteemasugamaenogakkoonoyuujinnokotootaihennatsukashikuomotteemasu,adorufowaatarashiigakkoogakinihaitteemasugamaenogakkoonoyuujinnokotootaihennatsukashikuomotteemasu,adorufohashiiganitteemasuganononokotookashikutteemasu,adorufowaatarashiigakkoogakinihaitteemasugamaenogakkoonoyuujinnokotootaihennatsukashikuomotteemasu
BASIC5000_0492,atorantahoomonnosainiwaojikanosaiteetadakiarigatoogozaimashita,atorantahoomonnosainiwaojikanosaiteetadakiarigatoogozaimashita,atorantanonihaooiteetadakiarigatoogozaimashita,atorantahoomonnosainiwaojikanosaiteetadakiarigatoogozaimashita
BASIC5000_0493,aniiwafuannakimochideshokujioshitamonoda,aniiwafuannakimochideshokujioshitamonoda,aniihafuannakimochideshokujioshitamonoda,aniiwafuannakimochideshokujioshitamonoda
BASIC5000_0494,anawaoyagashiranaiuchinikekkonshita,anawaoyagashiranaiuchinikekkonshita,anahagaranaiuchinishita,anawaoyagashiranaiuchinikekkonshita
BASIC5000_0495,naijieriawakatsuteigirisunoshokuminchideatta,naijieriawakatsuteegirisunoshokuminchideatta,naijieriahakatsuteegirisunodeatta,naijieriawakatsuteegirisunoshokuminchideatta
BASIC5000_0496,angapianoohiiteeruhazuganai,angapianoohiiteeruhazuganai,angapianoohiiteeruhazuganai,angapianoohiiteeruhazuganai
BASIC5000_0497,xtsuteyuukakooyattegujigujikangaerunoganasakenainjanainoka,teeukakooyattegujigujikangaerunoganasakenainjanainoka,teeukakooyattegujigujierunogakenainjanainoka,teeukakooyattegujigujikangaerunoganasakenainjanainoka
BASIC5000_0498,aakeedotenjoonitakusannoharibotegakazarareteta,aakeedotenjoonitakusannoharibotegakazarareteta,aakeedonitakusannoharibotegakazarareteta,aakeedotenjoonitakusannoharibotegakazarareteta
BASIC5000_0499,amerikanfuttoboorunimuchuunanda,amerikanfuttoboorunimuchuunanda,amerikanfuttoboorunimuchuunanda,amerikanfuttoboorunimuchuunanda
BASIC5000_0500,goninnihitorigakurumaomotsuyoonahimotookuarumai,ninniningakurumaomotsuyoonahimotookuarumai,goninnihitorigakurumaomotsuyoonahimotookuarumai,ninniningakurumaomotsuyoonahimotookuarumai
